,contcod,country,region,year,inc_con,source,mysample,bin_year,group,pop,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop,runningpop
4500,PRY,Paraguay,L. America & Carib.,1990,I,povcal,1,1988,1,0.40236279999999996,764.0,3456,2934.752931529315,4004.967529296875,4.0236279999999995,2319.536477500001
2701,IRN,"Iran, Islamic Rep.",M. East & N. Africa,1990,C,povcal,1,1988,2,5.181074400000001,765.0,2429,2458.601198970312,6200.66943359375,51.810744,2324.717551900001
1522,ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,3,0.9792658000000001,783.0,2284,2970.7477873448906,5172.47412109375,9.792658,2325.6968177000012
3285,LKA,Sri Lanka,Other Asia,1990,C,povcal,1,1988,6,1.6599,783.0,916,1183.99869103732,2029.2152099609382,16.599,2327.3567177000014
5064,THA,Thailand,Other Asia,1988,C,povcal,1,1988,5,5.5370528,787.0,1279,1761.616210558801,3250.703369140625,55.370528,2332.893770500001
5581,VEN,"Venezuela, RB",L. America & Carib.,1987,I,povcal,1,1988,2,1.8839278000000002,789.0,3830,4062.6606480366795,9985.5732421875,18.839278,2334.7776983000012
3336,LSO,Lesotho,Sub-Saharan Africa,1986,C,povcal,1,1988,7,0.15799000000000002,791.0,951,773.4909531522626,837.08251953125,1.5799,2334.9356883000014
3881,MYS,Malaysia,Other Asia,1987,I,povcal,1,1988,2,1.7200068,809.0,2798,1959.27948654467,5511.51611328125,17.200067999999998,2336.6556951000016
1573,EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,4,5.443372,810.0,1211,1977.997203292738,3237.32275390625,54.433719999999994,2342.099067100002
1453,DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,4,0.6907171,823.0,1687,2411.365332275218,3750.344482421875,6.907171000000001,2342.7897842000016
5559,UZB,Uzbekistan,"Russia, C. Asia, SE Europe",1988,I,wyd,1,1988,10,1.956118,835.0,402,,2004.307373046875,19.56118,2344.7459022000016
2910,JOR,Jordan,M. East & N. Africa,1986,C,povcal,1,1988,1,0.2948,835.0,2658,3083.630833819242,4310.0341796875,2.948,2345.0407022000018
5202,TUN,Tunisia,M. East & N. Africa,1990,C,povcal,1,1988,3,0.7857619,846.0,1815,2397.899986265084,4496.5498046875,7.857619000000001,2345.826464100002
4346,PHL,Philippines,Other Asia,1988,C,povcal,1,1988,7,5.8572072,852.0,900,1460.716896475849,2453.369873046875,58.572072,2351.683671300002
562,BOL,Bolivia,L. America & Carib.,1990,I,povcal,1,1988,3,0.636347,853.0,1989,1888.569587391202,3074.127197265625,6.3634699999999995,2352.320018300002
977,CHN-U,China,China,1990,C,povcal,1,1988,8,28.245791999999998,855.0,709,,,282.45792,2380.5658103000023
1132,COL,Colombia,L. America & Carib.,1988,I,povcal,1,1988,3,3.191325,858.0,2785,3809.6649796557863,5784.0361328125,31.91325,2383.757135300002
822,CHL,Chile,L. America & Carib.,1987,I,povcal,1,1988,3,1.2733409,864.0,2939,3125.4905778688753,5939.54443359375,12.733409,2385.0304762000023
1024,CIV,Cote d'Ivoire,Sub-Saharan Africa,1988,C,povcal,1,1988,5,1.1694318000000001,864.0,1190,1144.822014100338,2008.5003662109382,11.694317999999999,2386.1999080000023
2216,HND,Honduras,L. America & Carib.,1989,I,povcal,1,1988,7,0.46182449999999997,865.0,1142,1717.332819424086,2731.61962890625,4.618245,2386.6617325000025
1968,GHA,Ghana,Sub-Saharan Africa,1988,C,povcal,1,1988,9,1.4010951,881.0,578,598.9018732546979,882.044677734375,14.010951,2388.0628276000025
1503,DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,4,2.4035236,886.0,1512,1913.7958394084421,6212.7275390625,24.035235999999998,2390.4663512000025
3286,LKA,Sri Lanka,Other Asia,1990,C,povcal,1,1988,7,1.6599,895.0,916,1183.99869103732,2029.2152099609382,16.599,2392.1262512000026
2608,IND-U,India,India,1987,C,povcal,1,1988,9,20.959246399999998,898.0,611,,,209.59246399999998,2413.085497600003
5241,TUR,Turkey,"Russia, C. Asia, SE Europe",1987,C,povcal,1,1988,2,5.22785,918.0,2593,4456.082873578906,7604.22607421875,52.2785,2418.313347600003
3807,MRT,Mauritania,Sub-Saharan Africa,1987,C,povcal,1,1988,8,0.1892328,919.0,732,1392.1792213315741,1822.795166015625,1.8923279999999998,2418.502580400003
1574,EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,5,5.443372,922.0,1211,1977.997203292738,3237.32275390625,54.433719999999994,2423.945952400003
3978,NGA,Nigeria,Sub-Saharan Africa,1986,C,wyd,1,1988,9,9.2731304,924.0,559,573.7988323981575,1240.21826171875,92.731304,2433.219082800003
5065,THA,Thailand,Other Asia,1988,C,povcal,1,1988,6,5.5370528,944.0,1279,1761.616210558801,3250.703369140625,55.370528,2438.756135600003
613,BRA,Brazil,L. America & Carib.,1988,I,povcal,1,1988,4,14.447038399999999,945.0,3069,3701.521233916012,7519.3427734375,144.470384,2453.203174000003
2136,GTM,Guatemala,L. America & Carib.,1989,I,povcal,1,1988,7,0.8525210999999999,956.0,1203,2479.585434909807,3306.0244140625,8.525211,2454.055695100003
1212,CRI,Costa Rica,L. America & Carib.,1989,I,povcal,1,1988,3,0.2916566,959.0,2403,4005.900989463893,6159.13671875,2.916566,2454.347351700003
5181,TTO,Trinidad and Tobago,L. America & Carib.,1988,I,povcal,1,1988,2,0.12012239999999999,968.0,3184,2949.7671308598574,10879.6044921875,1.201224,2454.467474100003
5450,URY,Uruguay,L. America & Carib.,1989,I,povcal,1,1988,1,0.3068166,973.0,5041,4314.060460281531,7329.36376953125,3.068166,2454.774290700003
2409,IDN-R,Indonesia,Other Asia,1987,C,povcal,1,1988,10,12.674083999999999,986.0,417,,,126.74083999999999,2467.448374700003
2872,JAM,Jamaica,L. America & Carib.,1988,C,povcal,1,1988,3,0.23564000000000002,999.0,2298,2870.981339573017,5539.47412109375,2.3564,2467.684014700003
1025,CIV,Cote d'Ivoire,Sub-Saharan Africa,1988,C,povcal,1,1988,6,1.1694318000000001,1014.0,1190,1144.822014100338,2008.5003662109382,11.694317999999999,2468.853446500003
978,CHN-U,China,China,1990,C,povcal,1,1988,9,28.245791999999998,1015.0,709,,,282.45792,2497.099238500003
4753,SLV,El Salvador,L. America & Carib.,1989,I,povcal,1,1988,4,0.5189564999999999,1025.0,2075,2262.091615078688,3552.107421875,5.189565,2497.618195000003
2702,IRN,"Iran, Islamic Rep.",M. East & N. Africa,1990,C,povcal,1,1988,3,5.181074400000001,1028.0,2429,2458.601198970312,6200.66943359375,51.810744,2502.799269400003
1504,DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,5,2.4035236,1036.0,1512,1913.7958394084421,6212.7275390625,24.035235999999998,2505.202793000003
1454,DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,5,0.6907171,1037.0,1687,2411.365332275218,3750.344482421875,6.907171000000001,2505.893510100003
5203,TUN,Tunisia,M. East & N. Africa,1990,C,povcal,1,1988,4,0.7857619,1044.0,1815,2397.899986265084,4496.5498046875,7.857619000000001,2506.679272000003
3287,LKA,Sri Lanka,Other Asia,1990,C,povcal,1,1988,8,1.6599,1047.0,916,1183.99869103732,2029.2152099609382,16.599,2508.339172000003
1575,EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,6,5.443372,1047.0,1211,1977.997203292738,3237.32275390625,54.433719999999994,2513.7825440000033
4347,PHL,Philippines,Other Asia,1988,C,povcal,1,1988,8,5.8572072,1056.0,900,1460.716896475849,2453.369873046875,58.572072,2519.6397512000035
1523,ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,4,0.9792658000000001,1060.0,2284,2970.7477873448906,5172.47412109375,9.792658,2520.6190170000036
929,CHN-R,China,China,1990,C,povcal,1,1988,10,81.91720960000002,1060.0,407,,,819.172096,2602.536226600004
3337,LSO,Lesotho,Sub-Saharan Africa,1986,C,povcal,1,1988,8,0.15799000000000002,1064.0,951,773.4909531522626,837.08251953125,1.5799,2602.694216600004
563,BOL,Bolivia,L. America & Carib.,1990,I,povcal,1,1988,4,0.636347,1068.0,1989,1888.569587391202,3074.127197265625,6.3634699999999995,2603.330563600004
3882,MYS,Malaysia,Other Asia,1987,I,povcal,1,1988,3,1.7200068,1072.0,2798,1959.27948654467,5511.51611328125,17.200067999999998,2605.0505704000043
389,BGD,Bangladesh,Other Asia,1988,C,povcal,1,1988,10,10.006232,1091.0,444,637.7204196744589,723.0072631835938,100.06232,2615.0568024000045
2911,JOR,Jordan,M. East & N. Africa,1986,C,povcal,1,1988,2,0.2948,1098.0,2658,3083.630833819242,4310.0341796875,2.948,2615.3516024000046
823,CHL,Chile,L. America & Carib.,1987,I,povcal,1,1988,4,1.2733409,1105.0,2939,3125.4905778688753,5939.54443359375,12.733409,2616.624943300005
5582,VEN,"Venezuela, RB",L. America & Carib.,1987,I,povcal,1,1988,3,1.8839278000000002,1107.0,3830,4062.6606480366795,9985.5732421875,18.839278,2618.508871100005
50,ARG,Argentina,L. America & Carib.,1987,I,povcal,1,1988,1,3.1729130000000003,1107.0,6397,9201.201876605535,8849.7685546875,31.729129999999998,2621.6817841000047
5066,THA,Thailand,Other Asia,1988,C,povcal,1,1988,7,5.5370528,1149.0,1279,1761.616210558801,3250.703369140625,55.370528,2627.2188369000046
1133,COL,Colombia,L. America & Carib.,1988,I,povcal,1,1988,4,3.191325,1150.0,2785,3809.6649796557863,5784.0361328125,31.91325,2630.4101619000044
5242,TUR,Turkey,"Russia, C. Asia, SE Europe",1987,C,povcal,1,1988,3,5.22785,1151.0,2593,4456.082873578906,7604.22607421875,52.2785,2635.6380119000046
2217,HND,Honduras,L. America & Carib.,1989,I,povcal,1,1988,8,0.46182449999999997,1169.0,1142,1717.332819424086,2731.61962890625,4.618245,2636.0998364000047
2650,IRL,Ireland,Mature economies,1987,I,wyd,1,1988,1,0.3524949,1189.0,5676,8159.454101445259,15347.359375,3.524949,2636.4523313000045
1576,EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,7,5.443372,1196.0,1211,1977.997203292738,3237.32275390625,54.433719999999994,2641.8957033000047
1026,CIV,Cote d'Ivoire,Sub-Saharan Africa,1988,C,povcal,1,1988,7,1.1694318000000001,1196.0,1190,1144.822014100338,2008.5003662109382,11.694317999999999,2643.0651351000047
1505,DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,6,2.4035236,1205.0,1512,1913.7958394084421,6212.7275390625,24.035235999999998,2645.4686587000047
3808,MRT,Mauritania,Sub-Saharan Africa,1987,C,povcal,1,1988,9,0.1892328,1221.0,732,1392.1792213315741,1822.795166015625,1.8923279999999998,2645.6578915000046
4501,PRY,Paraguay,L. America & Carib.,1990,I,povcal,1,1988,2,0.40236279999999996,1230.0,3456,2934.752931529315,4004.967529296875,4.0236279999999995,2646.0602543000045
2300,HUN,Hungary,Mature economies,1989,I,povcal,1,1988,1,1.0596486999999999,1243.0,2684,6499.630216761201,13455.3291015625,10.596487,2647.1199030000043
2873,JAM,Jamaica,L. America & Carib.,1988,C,povcal,1,1988,4,0.23564000000000002,1248.0,2298,2870.981339573017,5539.47412109375,2.3564,2647.355543000004
1213,CRI,Costa Rica,L. America & Carib.,1989,I,povcal,1,1988,4,0.2916566,1252.0,2403,4005.900989463893,6159.13671875,2.916566,2647.647199600004
2459,IDN-U,Indonesia,Other Asia,1987,C,povcal,1,1988,10,5.126596,1257.0,474,,,51.26596,2652.773795600004
4219,PAK,Pakistan,Other Asia,1987,C,povcal,1,1988,10,10.533246400000001,1258.0,453,1038.439929589383,1505.338623046875,105.33246399999999,2663.307042000004
614,BRA,Brazil,L. America & Carib.,1988,I,povcal,1,1988,5,14.447038399999999,1261.0,3069,3701.521233916012,7519.3427734375,144.470384,2677.754080400004
5204,TUN,Tunisia,M. East & N. Africa,1990,C,povcal,1,1988,5,0.7857619,1262.0,1815,2397.899986265084,4496.5498046875,7.857619000000001,2678.5398423000042
1455,DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,6,0.6907171,1285.0,1687,2411.365332275218,3750.344482421875,6.907171000000001,2679.230559400004
3288,LKA,Sri Lanka,Other Asia,1990,C,povcal,1,1988,9,1.6599,1293.0,916,1183.99869103732,2029.2152099609382,16.599,2680.890459400004
2703,IRN,"Iran, Islamic Rep.",M. East & N. Africa,1990,C,povcal,1,1988,4,5.181074400000001,1295.0,2429,2458.601198970312,6200.66943359375,51.810744,2686.071533800004
3621,MEX,Mexico,L. America & Carib.,1989,I,povcal,1,1988,2,8.101009600000001,1298.0,2728,5027.856116149457,9697.029296875,81.01009599999999,2694.172543400004
2137,GTM,Guatemala,L. America & Carib.,1989,I,povcal,1,1988,8,0.8525210999999999,1302.0,1203,2479.585434909807,3306.0244140625,8.525211,2695.025064500004
564,BOL,Bolivia,L. America & Carib.,1990,I,povcal,1,1988,5,0.636347,1305.0,1989,1888.569587391202,3074.127197265625,6.3634699999999995,2695.6614115000043
2559,IND-R,India,India,1987,C,povcal,1,1988,10,62.810719999999996,1311.0,514,,,628.1072,2758.4721315000043
4754,SLV,El Salvador,L. America & Carib.,1989,I,povcal,1,1988,5,0.5189564999999999,1332.0,2075,2262.091615078688,3552.107421875,5.189565,2758.9910880000043
5182,TTO,Trinidad and Tobago,L. America & Carib.,1988,I,povcal,1,1988,3,0.12012239999999999,1337.0,3184,2949.7671308598574,10879.6044921875,1.201224,2759.1112104000044
1524,ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,5,0.9792658000000001,1352.0,2284,2970.7477873448906,5172.47412109375,9.792658,2760.0904762000046
3883,MYS,Malaysia,Other Asia,1987,I,povcal,1,1988,4,1.7200068,1354.0,2798,1959.27948654467,5511.51611328125,17.200067999999998,2761.8104830000048
2912,JOR,Jordan,M. East & N. Africa,1986,C,povcal,1,1988,3,0.2948,1361.0,2658,3083.630833819242,4310.0341796875,2.948,2762.105283000005
824,CHL,Chile,L. America & Carib.,1987,I,povcal,1,1988,5,1.2733409,1384.0,2939,3125.4905778688753,5939.54443359375,12.733409,2763.378623900005
5243,TUR,Turkey,"Russia, C. Asia, SE Europe",1987,C,povcal,1,1988,4,5.22785,1392.0,2593,4456.082873578906,7604.22607421875,52.2785,2768.6064739000053
1577,EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,8,5.443372,1399.0,1211,1977.997203292738,3237.32275390625,54.433719999999994,2774.0498459000055
4348,PHL,Philippines,Other Asia,1988,C,povcal,1,1988,9,5.8572072,1414.0,900,1460.716896475849,2453.369873046875,58.572072,2779.9070531000057
1506,DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,7,2.4035236,1419.0,1512,1913.7958394084421,6212.7275390625,24.035235999999998,2782.3105767000056
5067,THA,Thailand,Other Asia,1988,C,povcal,1,1988,8,5.5370528,1443.0,1279,1761.616210558801,3250.703369140625,55.370528,2787.8476295000055
1027,CIV,Cote d'Ivoire,Sub-Saharan Africa,1988,C,povcal,1,1988,8,1.1694318000000001,1443.0,1190,1144.822014100338,2008.5003662109382,11.694317999999999,2789.0170613000055
5583,VEN,"Venezuela, RB",L. America & Carib.,1987,I,povcal,1,1988,4,1.8839278000000002,1482.0,3830,4062.6606480366795,9985.5732421875,18.839278,2790.9009891000055
1134,COL,Colombia,L. America & Carib.,1988,I,povcal,1,1988,5,3.191325,1484.0,2785,3809.6649796557863,5784.0361328125,31.91325,2794.0923141000053
5369,UGA,Uganda,Sub-Saharan Africa,1989,C,povcal,1,1988,10,1.6482365,1487.0,441,394.4634245424359,547.359130859375,16.482364999999998,2795.7405506000055
979,CHN-U,China,China,1990,C,povcal,1,1988,10,28.245791999999998,1493.0,709,,,282.45792,2823.9863426000056
5205,TUN,Tunisia,M. East & N. Africa,1990,C,povcal,1,1988,6,0.7857619,1510.0,1815,2397.899986265084,4496.5498046875,7.857619000000001,2824.7721045000058
2874,JAM,Jamaica,L. America & Carib.,1988,C,povcal,1,1988,5,0.23564000000000002,1514.0,2298,2870.981339573017,5539.47412109375,2.3564,2825.0077445000056
2301,HUN,Hungary,Mature economies,1989,I,povcal,1,1988,2,1.0596486999999999,1541.0,2684,6499.630216761201,13455.3291015625,10.596487,2826.0673932000054
3338,LSO,Lesotho,Sub-Saharan Africa,1986,C,povcal,1,1988,9,0.15799000000000002,1562.0,951,773.4909531522626,837.08251953125,1.5799,2826.2253832000056
3979,NGA,Nigeria,Sub-Saharan Africa,1986,C,wyd,1,1988,10,9.2731304,1564.0,559,573.7988323981575,1240.21826171875,92.731304,2835.4985136000055
1214,CRI,Costa Rica,L. America & Carib.,1989,I,povcal,1,1988,5,0.2916566,1572.0,2403,4005.900989463893,6159.13671875,2.916566,2835.7901702000054
2704,IRN,"Iran, Islamic Rep.",M. East & N. Africa,1990,C,povcal,1,1988,5,5.181074400000001,1581.0,2429,2458.601198970312,6200.66943359375,51.810744,2840.9712446000053
565,BOL,Bolivia,L. America & Carib.,1990,I,povcal,1,1988,6,0.636347,1585.0,1989,1888.569587391202,3074.127197265625,6.3634699999999995,2841.6075916000054
1456,DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,7,0.6907171,1591.0,1687,2411.365332275218,3750.344482421875,6.907171000000001,2842.2983087000052
2770,ISR,Israel,Mature economies,1986,I,wyd,1,1988,1,0.4442,1614.0,6303,8414.497205402651,16430.94140625,4.442,2842.742508700005
1969,GHA,Ghana,Sub-Saharan Africa,1988,C,povcal,1,1988,10,1.4010951,1626.0,578,598.9018732546979,882.044677734375,14.010951,2844.143603800005
2913,JOR,Jordan,M. East & N. Africa,1986,C,povcal,1,1988,4,0.2948,1627.0,2658,3083.630833819242,4310.0341796875,2.948,2844.4384038000053
3010,KAZ,Kazakhstan,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,1,1.6130832,1627.0,3998,,7089.0,16.130832,2846.051487000005
4502,PRY,Paraguay,L. America & Carib.,1990,I,povcal,1,1988,3,0.40236279999999996,1635.0,3456,2934.752931529315,4004.967529296875,4.0236279999999995,2846.453849800005
500,BLR,Belarus,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,1,1.014,1637.0,3662,,,10.14,2847.4678498000053
5244,TUR,Turkey,"Russia, C. Asia, SE Europe",1987,C,povcal,1,1988,5,5.22785,1657.0,2593,4456.082873578906,7604.22607421875,52.2785,2852.6956998000055
3884,MYS,Malaysia,Other Asia,1987,I,povcal,1,1988,5,1.7200068,1670.0,2798,1959.27948654467,5511.51611328125,17.200067999999998,2854.4157066000057
4755,SLV,El Salvador,L. America & Carib.,1989,I,povcal,1,1988,6,0.5189564999999999,1670.0,2075,2262.091615078688,3552.107421875,5.189565,2854.9346631000058
5451,URY,Uruguay,L. America & Carib.,1989,I,povcal,1,1988,2,0.3068166,1684.0,5041,4314.060460281531,7329.36376953125,3.068166,2855.2414797000056
4400,POL,Poland,Mature economies,1987,I,povcal,1,1988,1,3.7824487999999996,1684.0,4096,4870.333441119676,9440.6748046875,37.824488,2859.0239285000057
1525,ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,6,0.9792658000000001,1688.0,2284,2970.7477873448906,5172.47412109375,9.792658,2860.003194300006
1507,DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,8,2.4035236,1708.0,1512,1913.7958394084421,6212.7275390625,24.035235999999998,2862.406717900006
615,BRA,Brazil,L. America & Carib.,1988,I,povcal,1,1988,6,14.447038399999999,1713.0,3069,3701.521233916012,7519.3427734375,144.470384,2876.853756300006
4560,ROU,Romania,Mature economies,1989,I,povcal,1,1988,1,2.3057662,1716.0,4165,,8332.9423828125,23.057662,2879.159522500006
5183,TTO,Trinidad and Tobago,L. America & Carib.,1988,I,povcal,1,1988,4,0.12012239999999999,1719.0,3184,2949.7671308598574,10879.6044921875,1.201224,2879.279644900006
4450,PRT,Portugal,Mature economies,1989,I,wyd,1,1988,1,1.001961,1722.0,5491,8602.400777211395,15528.70703125,10.01961,2880.281605900006
3360,LTU,Lithuania,Mature economies,1988,I,povcal,1,1988,1,0.3655049,1723.0,3813,,12537.0,3.655049,2880.647110800006
2218,HND,Honduras,L. America & Carib.,1989,I,povcal,1,1988,9,0.46182449999999997,1727.0,1142,1717.332819424086,2731.61962890625,4.618245,2881.108935300006
825,CHL,Chile,L. America & Carib.,1987,I,povcal,1,1988,6,1.2733409,1737.0,2939,3125.4905778688753,5939.54443359375,12.733409,2882.3822762000063
1578,EGY,"Egypt, Arab Rep.",M. East & N. Africa,1990,C,povcal,1,1988,9,5.443372,1738.0,1211,1977.997203292738,3237.32275390625,54.433719999999994,2887.8256482000065
2609,IND-U,India,India,1987,C,povcal,1,1988,10,20.959246399999998,1781.0,611,,,209.59246399999998,2908.7848946000067
2302,HUN,Hungary,Mature economies,1989,I,povcal,1,1988,3,1.0596486999999999,1793.0,2684,6499.630216761201,13455.3291015625,10.596487,2909.8445433000065
3622,MEX,Mexico,L. America & Carib.,1989,I,povcal,1,1988,3,8.101009600000001,1803.0,2728,5027.856116149457,9697.029296875,81.01009599999999,2917.9455529000065
5206,TUN,Tunisia,M. East & N. Africa,1990,C,povcal,1,1988,7,0.7857619,1810.0,1815,2397.899986265084,4496.5498046875,7.857619000000001,2918.7313148000067
2875,JAM,Jamaica,L. America & Carib.,1988,C,povcal,1,1988,6,0.23564000000000002,1815.0,2298,2870.981339573017,5539.47412109375,2.3564,2918.9669548000065
51,ARG,Argentina,L. America & Carib.,1987,I,povcal,1,1988,2,3.1729130000000003,1842.0,6397,9201.201876605535,8849.7685546875,31.729129999999998,2922.1398678000064
1028,CIV,Cote d'Ivoire,Sub-Saharan Africa,1988,C,povcal,1,1988,9,1.1694318000000001,1858.0,1190,1144.822014100338,2008.5003662109382,11.694317999999999,2923.3092996000064
1880,GBR,United Kingdom,Mature economies,1986,I,wyd,1,1988,1,5.6928328,1866.0,8978,11262.25187198989,20009.89453125,56.928328,2929.0021324000063
1135,COL,Colombia,L. America & Carib.,1988,I,povcal,1,1988,6,3.191325,1891.0,2785,3809.6649796557863,5784.0361328125,31.91325,2932.193457400006
2705,IRN,"Iran, Islamic Rep.",M. East & N. Africa,1990,C,povcal,1,1988,6,5.181074400000001,1914.0,2429,2458.601198970312,6200.66943359375,51.810744,2937.374531800006
2914,JOR,Jordan,M. East & N. Africa,1986,C,povcal,1,1988,5,0.2948,1917.0,2658,3083.630833819242,4310.0341796875,2.948,2937.669331800006
2138,GTM,Guatemala,L. America & Carib.,1989,I,povcal,1,1988,9,0.8525210999999999,1935.0,1203,2479.585434909807,3306.0244140625,8.525211,2938.5218529000063
566,BOL,Bolivia,L. America & Carib.,1990,I,povcal,1,1988,7,0.636347,1937.0,1989,1888.569587391202,3074.127197265625,6.3634699999999995,2939.1581999000064
5584,VEN,"Venezuela, RB",L. America & Carib.,1987,I,povcal,1,1988,5,1.8839278000000002,1942.0,3830,4062.6606480366795,9985.5732421875,18.839278,2941.0421277000064
1215,CRI,Costa Rica,L. America & Carib.,1989,I,povcal,1,1988,6,0.2916566,1947.0,2403,4005.900989463893,6159.13671875,2.916566,2941.3337843000063
4503,PRY,Paraguay,L. America & Carib.,1990,I,povcal,1,1988,4,0.40236279999999996,1963.0,3456,2934.752931529315,4004.967529296875,4.0236279999999995,2941.7361471000063
5245,TUR,Turkey,"Russia, C. Asia, SE Europe",1987,C,povcal,1,1988,6,5.22785,1968.0,2593,4456.082873578906,7604.22607421875,52.2785,2946.9639971000065
5068,THA,Thailand,Other Asia,1988,C,povcal,1,1988,9,5.5370528,1970.0,1279,1761.616210558801,3250.703369140625,55.370528,2952.5010499000064
3160,KOR,"Korea, Rep.",Mature economies,1988,I,wyd,1,1988,1,4.1975,1977.0,7028,5194.199906039309,9977.13671875,41.975,2956.6985499000066
1620,ESP,Spain,Mature economies,1990,I,wyd,1,1988,1,3.8715848,1989.0,7030,11104.36045104772,19776.65625,38.715848,2960.5701347000067
1457,DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,8,0.6907171,2014.0,1687,2411.365332275218,3750.344482421875,6.907171000000001,2961.2608518000065
2303,HUN,Hungary,Mature economies,1989,I,povcal,1,1988,4,1.0596486999999999,2024.0,2684,6499.630216761201,13455.3291015625,10.596487,2962.3205005000063
3885,MYS,Malaysia,Other Asia,1987,I,povcal,1,1988,6,1.7200068,2048.0,2798,1959.27948654467,5511.51611328125,17.200067999999998,2964.0405073000065
4756,SLV,El Salvador,L. America & Carib.,1989,I,povcal,1,1988,7,0.5189564999999999,2072.0,2075,2262.091615078688,3552.107421875,5.189565,2964.5594638000066
1526,ECU,Ecuador,L. America & Carib.,1987,I,povcal,1,1988,7,0.9792658000000001,2101.0,2284,2970.7477873448906,5172.47412109375,9.792658,2965.5387296000067
5184,TTO,Trinidad and Tobago,L. America & Carib.,1988,I,povcal,1,1988,5,0.12012239999999999,2136.0,3184,2949.7671308598574,10879.6044921875,1.201224,2965.658852000007
3011,KAZ,Kazakhstan,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,2,1.6130832,2155.0,3998,,7089.0,16.130832,2967.2719352000067
2876,JAM,Jamaica,L. America & Carib.,1988,C,povcal,1,1988,7,0.23564000000000002,2183.0,2298,2870.981339573017,5539.47412109375,2.3564,2967.5075752000066
1670,EST,Estonia,Mature economies,1988,I,povcal,1,1988,1,0.15619,2188.0,5210,,10641.0,1.5619,2967.6637652000068
616,BRA,Brazil,L. America & Carib.,1988,I,povcal,1,1988,7,14.447038399999999,2194.0,3069,3701.521233916012,7519.3427734375,144.470384,2982.110803600007
1508,DZA,Algeria,M. East & N. Africa,1988,C,povcal,1,1988,9,2.4035236,2195.0,1512,1913.7958394084421,6212.7275390625,24.035235999999998,2984.514327200007
501,BLR,Belarus,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,2,1.014,2204.0,3662,,,10.14,2985.528327200007
5207,TUN,Tunisia,M. East & N. Africa,1990,C,povcal,1,1988,8,0.7857619,2207.0,1815,2397.899986265084,4496.5498046875,7.857619000000001,2986.314089100007
1260,CYP,Cyprus,Mature economies,1990,I,wyd,1,1988,1,0.07365310000000001,2225.0,6221,6925.126518431175,18091.318359375,0.736531,2986.387742200007
3623,MEX,Mexico,L. America & Carib.,1989,I,povcal,1,1988,4,8.101009600000001,2231.0,2728,5027.856116149457,9697.029296875,81.01009599999999,2994.488751800007
826,CHL,Chile,L. America & Carib.,1987,I,povcal,1,1988,7,1.2733409,2239.0,2939,3125.4905778688753,5939.54443359375,12.733409,2995.762092700007
2915,JOR,Jordan,M. East & N. Africa,1986,C,povcal,1,1988,6,0.2948,2246.0,2658,3083.630833819242,4310.0341796875,2.948,2996.056892700007
2304,HUN,Hungary,Mature economies,1989,I,povcal,1,1988,5,1.0596486999999999,2250.0,2684,6499.630216761201,13455.3291015625,10.596487,2997.116541400007
4504,PRY,Paraguay,L. America & Carib.,1990,I,povcal,1,1988,5,0.40236279999999996,2257.0,3456,2934.752931529315,4004.967529296875,4.0236279999999995,2997.518904200007
5452,URY,Uruguay,L. America & Carib.,1989,I,povcal,1,1988,3,0.3068166,2258.0,5041,4314.060460281531,7329.36376953125,3.068166,2997.825720800007
4401,POL,Poland,Mature economies,1987,I,povcal,1,1988,2,3.7824487999999996,2278.0,4096,4870.333441119676,9440.6748046875,37.824488,3001.608169600007
2820,ITA,Italy,Mature economies,1986,I,wyd,1,1988,1,5.6629288,2279.0,7943,11681.59537054071,20977.615234375,56.629288,3007.271098400007
3361,LTU,Lithuania,Mature economies,1988,I,povcal,1,1988,2,0.3655049,2303.0,3813,,12537.0,3.655049,3007.6366033000068
