,contcod,country,region,year,inc_con,source,mysample,bin_year,group,pop,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop,runningpop
281,BEL,Belgium,Mature economies,1988,I,wyd,1,1988,2,0.9901664000000001,5470.0,9653,12459.33873902407,23672.939453125,9.901664,3388.3265197000055
2219,HND,Honduras,L. America & Carib.,1989,I,povcal,1,1988,10,0.46182449999999997,5501.0,1142,1717.332819424086,2731.61962890625,4.618245,3388.7883442000057
1265,CYP,Cyprus,Mature economies,1990,I,wyd,1,1988,6,0.07365310000000001,5507.0,6221,6925.126518431175,18091.318359375,0.736531,3388.8619973000054
2775,ISR,Israel,Mature economies,1986,I,wyd,1,1988,6,0.4442,5521.0,6303,8414.497205402651,16430.94140625,4.442,3389.3061973000054
1624,ESP,Spain,Mature economies,1990,I,wyd,1,1988,5,3.8715848,5534.0,7030,11104.36045104772,19776.65625,38.715848,3393.1777821000055
5209,TUN,Tunisia,M. East & N. Africa,1990,C,povcal,1,1988,10,0.7857619,5571.0,1815,2397.899986265084,4496.5498046875,7.857619000000001,3393.9635440000056
2139,GTM,Guatemala,L. America & Carib.,1989,I,povcal,1,1988,10,0.8525210999999999,5626.0,1203,2479.585434909807,3306.0244140625,8.525211,3394.8160651000057
4456,PRT,Portugal,Mature economies,1989,I,wyd,1,1988,7,1.001961,5637.0,5491,8602.400777211395,15528.70703125,10.01961,3395.8180261000057
4508,PRY,Paraguay,L. America & Carib.,1990,I,povcal,1,1988,9,0.40236279999999996,5675.0,3456,2934.752931529315,4004.967529296875,4.0236279999999995,3396.2203889000057
4062,NLD,Netherlands,Mature economies,1987,I,wyd,1,1988,3,1.4760094,5696.0,9574,12143.27512491104,23805.724609375,14.760094,3397.6963983000055
1741,FIN,Finland,Mature economies,1987,I,wyd,1,1988,2,0.4946481,5729.0,9268,10371.71359432845,21054.041015625,4.9464809999999995,3398.1910464000057
1295,CZE,Czech Republic,Mature economies,1988,I,povcal,1,1988,6,1.0355276,5734.0,5863,,16211.0,10.355276,3399.2265740000057
5501,USA,United States,Mature economies,1986,I,wyd,1,1988,2,24.4499008,5770.0,16411,19491.28196162233,29269.197265625,244.499008,3423.6764748000055
2309,HUN,Hungary,Mature economies,1989,I,povcal,1,1988,10,1.0596486999999999,5806.0,2684,6499.630216761201,13455.3291015625,10.596487,3424.7361235000053
3443,LVA,Latvia,Mature economies,1988,I,povcal,1,1988,4,0.2653434,5806.0,7321,7573.604390386194,10428.2744140625,2.653434,3425.001466900005
1676,EST,Estonia,Mature economies,1988,I,povcal,1,1988,7,0.15619,5809.0,5210,,10641.0,1.5619,3425.1576569000053
2656,IRL,Ireland,Mature economies,1987,I,wyd,1,1988,7,0.3524949,5813.0,5676,8159.454101445259,15347.359375,3.524949,3425.510151800005
4408,POL,Poland,Mature economies,1987,I,povcal,1,1988,9,3.7824487999999996,5825.0,4096,4870.333441119676,9440.6748046875,37.824488,3429.2926006000052
4895,SVN,Slovenia,Mature economies,1987,I,povcal,1,1988,6,0.19951960000000002,5881.0,6151,,,1.995196,3429.492120200005
4568,ROU,Romania,Mature economies,1989,I,povcal,1,1988,9,2.3057662,5886.0,4165,,8332.9423828125,23.057662,3431.797886400005
3018,KAZ,Kazakhstan,"Russia, C. Asia, SE Europe",1988,I,povcal,1,1988,9,1.6130832,5909.0,3998,,7089.0,16.130832,3433.410969600005
2960,JPN,Japan,Mature economies,1988,I,wyd,1,1988,1,12.2613,5929.0,12709,12993.78828708804,24021.92578125,122.613,3445.672269600005
435,BGR,Bulgaria,Mature economies,1989,C,povcal,1,1988,6,0.8981446,5942.0,6203,4605.6326918683535,8135.71337890625,8.981446,3446.570414200005
4847,SVK,Slovak Republic,Mature economies,1988,I,povcal,1,1988,8,0.5250596,6040.0,5163,,13004.4580078125,5.250596,3447.095473800005
5457,URY,Uruguay,L. America & Carib.,1989,I,povcal,1,1988,8,0.3068166,6069.0,5041,4314.060460281531,7329.36376953125,3.068166,3447.402290400005
2083,GRC,Greece,Mature economies,1988,I,wyd,1,1988,4,1.0036983,6077.0,9085,10454.33926429884,16890.1953125,10.036983,3448.405988700005
1459,DOM,Dominican Republic,L. America & Carib.,1986,I,povcal,1,1988,10,0.6907171,6091.0,1687,2411.365332275218,3750.344482421875,6.907171000000001,3449.0967058000047
3165,KOR,"Korea, Rep.",Mature economies,1988,I,wyd,1,1988,6,4.1975,6100.0,7028,5194.199906039309,9977.13671875,41.975,3453.294205800005
56,ARG,Argentina,L. America & Carib.,1987,I,povcal,1,1988,7,3.1729130000000003,6116.0,6397,9201.201876605535,8849.7685546875,31.729129999999998,3456.4671188000048
170,AUT,Austria,Mature economies,1987,I,wyd,1,1988,1,0.7585316999999999,6137.0,14056,13816.96814901831,23062.646484375,7.585317,3457.2256505000046
4182,NZL,New Zealand,Mature economies,1986,I,wyd,1,1988,3,0.335,6156.0,12046,10418.6015990235,19328.11328125,3.35,3457.5606505000046
1883,GBR,United Kingdom,Mature economies,1986,I,wyd,1,1988,4,5.6928328,6205.0,8978,11262.25187198989,20009.89453125,56.928328,3463.2534833000045
1812,FRA,France,Mature economies,1989,I,wyd,1,1988,3,5.7668932,6206.0,10674,13408.86583479267,23767.998046875,57.668932,3469.0203765000047
2824,ITA,Italy,Mature economies,1986,I,wyd,1,1988,5,5.6629288,6221.0,7943,11681.59537054071,20977.615234375,56.629288,3474.6833053000046
1296,CZE,Czech Republic,Mature economies,1988,I,povcal,1,1988,7,1.0355276,6245.0,5863,,16211.0,10.355276,3475.7188329000046
569,BOL,Bolivia,L. America & Carib.,1990,I,povcal,1,1988,10,0.636347,6312.0,1989,1888.569587391202,3074.127197265625,6.3634699999999995,3476.3551799000047
1266,CYP,Cyprus,Mature economies,1990,I,wyd,1,1988,7,0.07365310000000001,6373.0,6221,6925.126518431175,18091.318359375,0.736531,3476.4288330000045
1625,ESP,Spain,Mature economies,1990,I,wyd,1,1988,6,3.8715848,6382.0,7030,11104.36045104772,19776.65625,38.715848,3480.3004178000047
282,BEL,Belgium,Mature economies,1988,I,wyd,1,1988,3,0.9901664000000001,6405.0,9653,12459.33873902407,23672.939453125,9.901664,3481.2905842000046
4896,SVN,Slovenia,Mature economies,1987,I,povcal,1,1988,7,0.19951960000000002,6477.0,6151,,,1.995196,3481.4901038000044
3444,LVA,Latvia,Mature economies,1988,I,povcal,1,1988,5,0.2653434,6486.0,7321,7573.604390386194,10428.2744140625,2.653434,3481.7554472000043
1677,EST,Estonia,Mature economies,1988,I,povcal,1,1988,8,0.15619,6507.0,5210,,10641.0,1.5619,3481.9116372000044
436,BGR,Bulgaria,Mature economies,1989,C,povcal,1,1988,7,0.8981446,6575.0,6203,4605.6326918683535,8135.71337890625,8.981446,3482.809781800004
132,AUS,Australia,Mature economies,1989,I,wyd,1,1988,3,1.6532200000000001,6589.0,11678,12463.26584832049,23370.16796875,16.5322,3484.4630018000043
5588,VEN,"Venezuela, RB",L. America & Carib.,1987,I,povcal,1,1988,9,1.8839278000000002,6591.0,3830,4062.6606480366795,9985.5732421875,18.839278,3486.3469296000044
4063,NLD,Netherlands,Mature economies,1987,I,wyd,1,1988,4,1.4760094,6619.0,9574,12143.27512491104,23805.724609375,14.760094,3487.822939000004
4457,PRT,Portugal,Mature economies,1989,I,wyd,1,1988,8,1.001961,6622.0,5491,8602.400777211395,15528.70703125,10.01961,3488.824900000004
